,BTree,DynamicPGM,LIPP
fb,1.0985099999999999,1.0764233333333333,15.443166666666668
osmc,1.2961799999999999,1.2565100000000002,12.240166666666667
books,0.9311946666666667,1.2282000000000002,20.092433333333332
